Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
Python Developer,"Cape Coral, FL","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",48606,53799,59503,63371,66892
Python Developer,"Mobile, AL","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",47827,52937,58550,62355,65820
Python Developer,"Knoxville, TN","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",47619,52707,58296,62085,65534
Python Developer,"Shreveport, LA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",47619,52707,58296,62085,65534
Python Developer,"Worcester, MA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",54786,60639,67069,71428,75397
Python Developer,"Ontario, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",55097,60984,67450,71834,75825
Python Developer,"Vancouver, WA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",53955,59720,66051,70345,74253
Python Developer,"Sioux Falls, SD","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",47152,52190,57723,61475,64891
Python Developer,"Chattanooga, TN","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",47204,52248,57787,61543,64963
Python Developer,"Brownsville, TX","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",44763,49546,54799,58361,61604
Python Developer,"Fort Lauderdale, FL","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",50164,55524,61411,65402,69036
Python Developer,"Providence, RI","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",54474,60294,66687,71022,74968
Python Developer,"Newport News, VA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",49177,54432,60203,64116,67678
Python Developer,"Rancho Cucamonga, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",54890,60754,67196,71563,75540
Python Developer,"Santa Rosa, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",57382,63513,70247,74813,78970
Python Developer,"Peoria, AZ","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",51203,56673,62682,66756,70466
Python Developer,"Oceanside, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",55824,61789,68340,72782,76826
Python Developer,"Elk Grove, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",56032,62019,68594,73053,77112
Python Developer,"Salem, OR","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",52137,57708,63826,67975,71752
Python Developer,"Pembroke Pines, FL","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",49852,55179,61029,64996,68607
Python Developer,"Eugene, OR","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",51982,57535,63636,67772,71538
Python Developer,"Garden Grove, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",57590,63743,70501,75084,79256
Python Developer,"Cary, NC","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",50631,56041,61983,66011,69679
Python Developer,"Fort Collins, CO","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",51203,56673,62682,66756,70466
Python Developer,"Corona, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",55097,60984,67450,71834,75825
Python Developer,"Springfield, MO","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",46685,51673,57151,60866,64248
Python Developer,"Jackson, MS","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",46165,51098,56516,60189,63533
Python Developer,"Alexandria, VA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",57798,63973,70756,75355,79542
Python Developer,"Hayward, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",63250,70008,77431,82464,87046
Python Developer,"Clarksville, TN","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",46892,51903,57406,61137,64534
Python Developer,"Lancaster, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",57538,63686,70438,75016,79184
Python Developer,"Salinas, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",57538,63686,70438,75016,79184
Python Developer,"Palmdale, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",57486,63628,70374,74948,79113
Python Developer,"Hollywood, FL","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",50164,55524,61411,65402,69036
Python Developer,"Springfield, MA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",54163,59950,66306,70615,74539
Python Developer,"Macon, GA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",46685,51673,57151,60866,64248
Python Developer,"Kansas City, KS","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",50787,56213,62174,66215,69894
Python Developer,"Sunnyvale, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",65172,72135,79783,84969,89690
Python Developer,"Pomona, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",57434,63571,70311,74881,79041
Python Developer,"Killeen, TX","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",47204,52248,57787,61543,64963
Python Developer,"Escondido, CA","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",55461,61387,67895,72308,76326
Python Developer,"Pasadena, TX","Frontend Developer I develops user interfaces for websites and web-based applications. Translates design mockups and wireframes into code for website and web-based application UI. Being a Frontend Developer I designs prototypes; writes and tests code for new or existing applications. Identifies new technologies that can add additional visual display capabilities and enhance site usability. Additionally, Frontend Developer I supports backend integration and maintains graphic standards and branding throughout the UI. Has knowledge of commonly used languages and frameworks, including HTML, CSS, JavaScript, jQuery, Ajax, and Bootstrap. Typically requires a bachelor&#39;s degree in area of specialty. Typically reports to a project leader or manager. The Frontend Developer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Frontend Developer I typically requires 0-2 years of related experience.",51878,57421,63509,67636,71395
